Date & Time,Time,Permeate properties,,,,,Total Rej,Backwash water,Backwash (5 Nos),Reject water,,Reject water,Reject from membarne,,Tank ,Feed to membrane,,,Feed Inlet to recycle tank,,RO/BW
,Min,Mass(g),Time(s),Cond(ppm),Total Flow (L),Flow rate (LPH),lit, TDS (ppm),Volume (ml),Volume (ml),Recovery,TDS (ppm/ppt),TDS(ppm),Flow rate (LPH),TDS (ppm),TDS (ppm),Flow (LPH),Pressure (psig),Flow (LPH),TDS (ppm),Operation
15.03.2017 11:48 AM,1215,118,30.35,27,247,13.95,28.05,,27000,1050,89.80185421,,370,30,260,260,43.95,75,13.95,65,RO
15.03.2017 11:58 AM,1225,116,30.37,28,249,13.71,28.05,,27000,1050,89.87547374,,417,30,312,312,43.71,75,13.71,65,RO
15.03.2017 12:03 PM,1230,111,30.44,28,250,13.09,28.05,,27000,1050,89.91188635,,413,30,324,324,43.09,75,13.09,65,RO
15.03.2017 12:24 PM,1230,121,30.31,32,250,14.33,28.65,159,27600,1050,89.71828459,,335,35,214,214,49.33,75,14.33,64,RO
15.03.2017 12:34 PM,1240,122,30.87,24,252,14.18,28.65,,27600,1050,89.79155532,,350,35,239,239,49.18,75,14.18,63,RO
15.03.2017 12:44 PM,1250,113,30.47,26,254,13.31,28.65,,27600,1050,89.86378914,,391,35,297,297,48.31,75,13.31,64,RO
15.03.2017 12:49 PM,1255,112,30.34,26,255,13.25,28.65,,27600,1050,89.89952406,,420,35,309,309,48.25,75,13.25,63,RO
15.03.2017 02:28 PM,1255,122,30.54,38,255,14.34,29.25,177,28200,1050,89.70976253,,357,35,260,260,49.34,75,14.34,65,RO
15.03.2017 02:38 PM,1265,119,30.47,30,257,14.02,29.25,,28200,1050,89.78165939,,397,35,285,285,49.02,75,14.02,65,RO
15.03.2017 02:48 PM,1275,119,30.69,32,259,13.92,29.25,,28200,1050,89.85255854,,447,35,325,325,48.92,75,13.92,64,RO
15.03.2017 02:53 PM,1280,118,30.47,32,260,13.90,29.25,,28200,1050,89.88764045,,451,35,337,337,48.90,75,13.90,64,RO
15.03.2017 03:05 PM,1280,120,30.4,36,260,14.17,29.85,161,28800,1050,89.70156978,,392,35,230,230,49.17,75,14.17,65,RO
15.03.2017 03:15 PM,1290,118,30.44,29,262,13.91,29.85,,28800,1050,89.77214322,,411,35,308,308,48.91,75,13.91,64,RO
15.03.2017 03:25 PM,1300,120,31.22,30,264,13.80,29.85,,28800,1050,89.841756,,430,35,328,328,48.80,75,13.80,65,RO
15.03.2017 03:30 PM,1305,125,32.31,30,265,13.89,29.85,,28800,1050,89.87620824,,440,35,335,335,48.89,75,13.89,65,RO
15.03.2017 04:36 PM,1305,120,30.38,42,265,14.18,29.45,183,28400,1050,89.99830192,,391,35,284,284,49.18,75,14.18,67,RO
15.03.2017 04:46 PM,1315,131,34.03,29,267,13.82,29.45,,28400,1050,90.06577838,,402,35,301,301,48.82,75,13.82,65,RO
15.03.2017 04:56 PM,1325,119,30.4,32,269,14.05,29.45,,28400,1050,90.13235048,,424,35,327,327,49.05,75,14.05,65,RO
15.03.2017 05:01 PM,1330,121,32.31,32,270,13.44,29.45,,28400,1050,90.16530306,,445,35,347,347,48.44,75,13.44,65,RO
15.03.2017 05:20 PM,1330,117,30.37,38,270,13.83,30.05,176,29000,1050,89.9850025,,395,35,241,241,48.83,75,13.83,66,RO
15.03.2017 05:30 PM,1340,117,30.47,29,272,13.78,30.05,,29000,1050,90.05131601,,406,35,294,294,48.78,75,13.78,64,RO
15.03.2017 05:40 PM,1350,118,30.69,29,274,13.80,30.05,,29000,1050,90.11675711,,413,35,305,305,48.80,75,13.80,64,RO
15.03.2017 05:45 PM,1355,117,30.47,30,275,13.78,30.05,,29000,1050,90.14915588,,428,35,321,321,48.78,75,13.78,64,RO
16.03.2017 09:55 AM,1355,121,30.38,29,275,14.30,30.65,168,29600,1050,89.97219041,,345,35,260,260,49.30,75,14.30,73,RO
16.03.2017 10:05 AM,1365,127,30.75,24,277,14.82,30.65,,29600,1050,90.03738014,,396,35,272,272,49.82,75,14.82,72,RO
16.03.2017 10:15 AM,1375,128,30.69,27,279,14.97,30.65,,29600,1050,90.10172776,,412,35,305,305,49.97,75,14.97,70,RO
16.03.2017 10:20 AM,1380,112,30.62,28,280,13.13,30.65,,29600,1050,90.13359086,,418,35,323,323,48.13,75,13.13,70,RO
16.03.2017 11:01 AM,1380,123,30.35,34,280,14.55,31.25,186,30200,1050,89.95983936,,372,35,265,265,49.55,75,14.55,72,RO
16.03.2017 11:11 AM,1390,125,30.4,29,283,14.76,31.25,,30200,1050,90.05568815,,415,35,303,303,49.76,75,14.76,70,RO
16.03.2017 11:21 AM,1400,124,30.47,31,285,14.61,31.25,,30200,1050,90.11857708,,454,35,340,340,49.61,75,14.61,69,RO
16.03.2017 11:36 AM,1400,127,30.44,33,285,14.97,31.85,164,30800,1050,89.94792489,,408,35,215,215,49.97,75,14.97,72,RO
16.03.2017 11:46 AM,1410,125,30.37,31,288,14.77,31.85,,30800,1050,90.04220728,,416,35,302,302,49.77,75,14.77,72,RO
16.03.2017 11:56 AM,1420,124,30.71,32,290,14.49,31.85,,30800,1050,90.10408575,,459,35,344,344,49.49,75,14.49,71,RO
16.03.2017 12:08 PM,1420,128,30.46,35,290,15.08,32.45,165,31400,1050,89.93642425,,339,35,266,266,50.08,75,15.08,72,RO
16.03.2017 12:18 PM,1430,127,30.44,32,293,14.97,32.45,,31400,1050,90.02919035,,422,35,315,315,49.97,75,14.97,71,RO
16.03.2017 12:28 PM,1440,127,30.47,34,295,14.96,32.45,,31400,1050,90.09009009,,449,35,336,336,49.96,75,14.96,71,RO
16.03.2017 02:17 PM,1440,129,30.34,38,295,15.26,33.05,161,32000,1050,89.92531626,,383,35,287,287,50.26,75,15.26,76,RO
16.03.2017 02:27 PM,1450,138,33.07,30,298,14.98,33.05,,32000,1050,90.0166138,,424,35,317,317,49.98,75,14.98,73,RO
16.03.2017 02:37 PM,1460,127,30.34,31,300,15.02,33.05,,32000,1050,90.07656508,,451,35,335,335,50.02,75,15.02,73,RO
16.03.2017 02:50 PM,1460,134,31.16,36,300,15.43,33.65,171,32600,1050,89.91458115,,364,35,269,269,50.43,75,15.43,72,RO
16.03.2017 03:00 PM,1470,138,32.53,38,303,15.23,33.65,,32600,1050,90.00445567,,384,35,291,291,50.23,75,15.23,74,RO
16.03.2017 03:10 PM,1480,132,31.72,29,305,14.94,33.65,,32600,1050,90.06348738,,402,35,305,305,49.94,75,14.94,68,RO
16.03.2017 03:25 PM,1480,154,35.31,29,305,15.65,34.25,153,33200,1050,89.90420044,,327,35,292,292,50.65,75,15.65,72,RO
16.03.2017 03:35 PM,1490,127,30.34,30,307,15.02,34.25,,33200,1050,89.96336996,,420,35,320,320,50.02,75,15.02,72,RO
16.03.2017 03:45 PM,1500,183,43.91,31,310,14.96,34.25,,33200,1050,90.05083515,,456,35,350,350,49.96,75,14.96,72,RO
16.03.2017 04:00 PM,1500,132,30.35,37,310,15.61,34.85,166,33800,1050,89.89415688,,393,35,300,300,50.61,75,15.61,73,RO
16.03.2017 04:10 PM,1510,138,32.25,32,313,15.36,34.85,,33800,1050,89.98131378,,410,35,305,305,50.36,75,15.36,72,RO
16.03.2017 04:20 PM,1520,137,31.91,32,315,15.41,34.85,,33800,1050,90.03858797,,434,35,333,333,50.41,75,15.41,72,RO
16.03.2017 05:23 PM,1520,130,30.47,31,315,15.31,35.45,153,34400,1050,89.8844343,,320,35,275,275,50.31,75,15.31,72,RO
16.03.2017 05:33 PM,1530,128,30.4,28,318,15.11,35.45,,34400,1050,89.97029283,,412,35,321,321,50.11,75,15.11,70,RO
16.03.2017 05:43 PM,1540,126,30.34,31,320,14.91,35.45,,34400,1050,90.02672668,,442,35,341,341,49.91,75,14.91,69,RO
17.03.2017 09:40 AM,1540,123,30.69,39,320,14.38,36.05,161,35000,1050,89.87501755,,350,30,250,250,44.38,75,14.38,66,RO
17.03.2017 09:50 AM,1550,125,31.62,21,322,14.19,36.05,,35000,1050,89.9315738,,361,30,278,278,44.19,75,14.19,66,RO
17.03.2017 10:00 AM,1560,123,30.53,24,324,14.46,36.05,,35000,1050,89.98750174,,427,30,336,336,44.46,75,14.46,66,RO
17.03.2017 10:05 AM,1565,122,30.35,25,325,14.43,36.05,,35000,1050,90.01523335,,446,30,347,347,44.43,75,14.43,66,RO
17.03.2017 10:25 AM,1565,126,30.97,27,325,14.60,36.65,155,35600,1050,89.86589244,,362,35,273,273,49.60,75,14.60,65,RO
17.03.2017 10:35 AM,1575,123,30.31,26,327,14.57,36.65,,35600,1050,89.92162794,,382,35,301,301,49.57,75,14.57,65,RO
17.03.2017 10:45 AM,1585,122,30.4,29,329,14.40,36.65,,35600,1050,89.97675373,,427,35,342,342,49.40,75,14.40,65,RO
17.03.2017 10:50 AM,1590,122,30.5,29,330,14.36,36.65,,35600,1050,90.0040911,,436,35,351,351,49.36,75,14.36,65,RO
17.03.2017 10:58 AM,1590,142,35.5,32,330,14.36,37.25,180,36200,1050,89.85704561,,361,35,275,275,49.36,75,14.36,64,RO
17.03.2017 11:08 AM,1600,130,33.38,26,332,13.98,37.25,,36200,1050,89.91198375,,407,35,326,326,48.98,75,13.98,63,RO
17.03.2017 11:18 AM,1610,119,30.47,27,335,14.02,37.25,,36200,1050,89.99328408,,445,35,366,366,49.02,75,14.02,64,RO
17.03.2017 11:35 AM,1610,124,30.5,31,335,14.59,37.85,182,36800,1050,89.84846453,,368,35,260,260,49.59,75,14.59,63,RO
17.03.2017 11:45 AM,1620,123,30.75,29,337,14.36,37.85,,36800,1050,89.90262772,,410,35,327,327,49.36,75,14.36,63,RO
17.03.2017 11:55 AM,1630,128,32.66,30,340,14.07,37.85,,36800,1050,89.98279741,,451,35,375,375,49.07,75,14.07,64,RO
17.03.2017 12:05 PM,1630,124,30.62,37,340,14.53,38.45,175,37400,1050,89.8401374,,370,35,300,300,49.53,75,14.53,63,RO
17.03.2017 12:15 PM,1640,123,30.56,29,342,14.45,38.45,,37400,1050,89.89354712,,391,35,312,312,49.45,75,14.45,63,RO
17.03.2017 12:25 PM,1650,125,31.85,30,345,14.09,38.45,,37400,1050,89.97261703,,442,35,354,354,49.09,75,14.09,64,RO
17.03.2017 12:38 PM,1650,125,30.31,34,345,14.80,39.05,170,38000,1050,89.83205312,,371,35,295,295,49.80,75,14.80,62,RO
17.03.2017 12:48 PM,1660,123,30.41,28,347,14.52,39.05,,38000,1050,89.88472996,,388,35,309,309,49.52,75,14.52,63,RO
17.03.2017 12:58 PM,1670,122,30.72,29,350,14.25,39.05,,38000,1050,89.96272973,,441,35,358,358,49.25,75,14.25,65,RO
17.03.2017 02:37 PM,1670,123,30.53,35,350,14.46,39.65,172,38600,1050,89.82420121,,392,35,227,227,49.46,75,14.46,65,RO
17.03.2017 02:47 PM,1680,129,32.22,9,352,14.37,39.65,,38600,1050,89.87616494,,397,35,304,304,49.37,75,14.37,64,RO
17.03.2017 02:57 PM,1690,146,36.82,30,355,14.23,39.65,,38600,1050,89.95312302,,440,35,357,357,49.23,75,14.23,64,RO
17.03.2017 03:15 PM,1690,126,30.6,34,355,14.78,40.25,163,39200,1050,89.81657179,,383,35,295,295,49.78,75,14.78,65,RO
17.03.2017 03:25 PM,1700,146,36.1,28,357,14.52,40.25,,39200,1050,89.86784141,,402,35,323,323,49.52,75,14.52,64,RO
17.03.2017 03:35 PM,1710,121,30.5,29,360,14.24,40.25,,39200,1050,89.94378513,,449,35,367,367,49.24,75,14.24,64,RO
17.03.2017 04:17 PM,1710,123,30.31,32,360,14.57,40.85,178,39800,1050,89.80915554,,353,35,264,264,49.57,75,14.57,66,RO
17.03.2017 04:27 PM,1780,122,30.41,28,362,14.40,40.85,,39800,1050,89.85974929,,396,35,326,326,49.40,75,14.40,64,RO
17.03.2017 04:37 PM,1790,144,35.88,30,365,14.40,40.85,,39800,1050,89.93470494,,457,35,375,375,49.40,75,14.40,63,RO
17.03.2017 05:04 PM,1790,124,30.31,38,365,14.68,41.45,179,40400,1050,89.80194366,,397,35,316,316,49.68,75,14.68,65,RO
17.03.2017 05:14 PM,1800,123,30.41,29,367,14.52,41.45,,40400,1050,89.85187905,,421,35,344,344,49.52,75,14.52,63,RO
17.03.2017 05:24 PM,1810,122,30.38,31,370,14.41,41.45,,40400,1050,89.92587192,,458,35,351,351,49.41,75,14.41,63,RO
20.03.2017 09:08 AM,1810,112,30.65,43,370,13.12,42.05,161,41000,1050,89.7949278,,372,30,257,257,43.12,75,13.12,72,RO
20.03.2017 09:18 AM,1820,109,30.53,22,372,12.81,42.05,,41000,1050,89.84422171,,395,30,284,284,42.81,75,12.81,71,RO
20.03.2017 09:28 AM,1830,125,31.35,24,375,14.31,42.05,,41000,1050,89.91727611,,450,30,343,343,44.31,75,14.31,70,RO
20.03.2017 09:42 AM,1830,122,30.28,29,375,14.46,42.65,161,41600,1050,89.78810008,,371,30,299,299,44.46,75,14.46,71,RO
20.03.2017 09:52 AM,1840,118,30.38,24,378,13.94,42.65,,41600,1050,89.86092951,,411,30,325,325,43.94,75,13.94,70,RO
20.03.2017 10:02 AM,1850,115,30.53,20,380,13.52,42.65,,41600,1050,89.90890808,,416,30,335,335,43.52,75,13.52,69,RO
20.03.2017 10:40 AM,1850,122,30.35,25,380,14.43,43.25,171,42200,1050,89.78145304,,380,30,296,296,44.43,75,14.43,69,RO
20.03.2017 10:50 AM,1860,118,30.35,24,383,13.95,43.25,,42200,1050,89.85337243,,395,30,308,308,43.95,75,13.95,69,RO
20.03.2017 11:00 AM,1870,118,30.35,21,385,13.95,43.25,,42200,1050,89.9007589,,417,30,312,312,43.95,75,13.95,69,RO
20.03.2017 11:12 AM,1870,121,30.38,25,385,14.30,43.85,146,42800,1050,89.7749796,,299,30,188,188,44.30,75,14.30,69,RO
20.03.2017 11:22 AM,1880,117,30.35,25,388,13.84,43.85,,42800,1050,89.84601135,,397,30,314,314,43.84,75,13.84,68,RO
20.03.2017 11:32 AM,1890,117,30.31,24,390,13.85,43.85,,42800,1050,89.8928201,,406,30,325,325,43.85,75,13.85,68,RO
20.03.2017 11:43 AM,1890,122,30.31,30,390,14.45,44.45,161,43400,1050,89.76867303,,361,35,286,286,49.45,75,14.45,69,RO
20.03.2017 11:53 AM,1900,120,30.32,26,393,14.21,44.45,,43400,1050,89.83883872,,384,35,296,296,49.21,75,14.21,68,RO
20.03.2017 12:03 PM,1910,119,30.32,24,395,14.09,44.45,,43400,1050,89.88508363,,407,35,315,315,49.09,75,14.09,68,RO
20.03.2017 12:10 PM,1910,121,30.35,35,395,14.31,45.05,176,44000,1050,89.76252699,,321,35,291,291,49.31,75,14.31,70,RO
20.03.2017 12:20 PM,1920,119,30.28,27,398,14.11,45.05,,44000,1050,89.83184742,,392,35,317,317,49.11,75,14.11,68,RO
20.03.2017 12:30 PM,1930,119,30.37,29,400,14.06,45.05,,44000,1050,89.87754185,,432,35,351,351,49.06,75,14.06,68,RO
20.03.2017 02:00 PM,1930,122,30.4,30,400,14.40,45.65,175,44600,1050,89.7565354,,375,35,280,280,49.40,75,14.40,71,RO
20.03.2017 02:10 PM,1940,123,30.75,27,403,14.36,45.65,,44600,1050,89.82503065,,386,35,302,302,49.36,75,14.36,70,RO
20.03.2017 02:20 PM,1950,121,30.35,29,405,14.31,45.65,,44600,1050,89.87018751,,427,35,337,337,49.31,75,14.31,70,RO
20.03.2017 02:45 PM,1950,126,30.41,33,405,14.87,46.25,158,45200,1050,89.75069252,,384,35,250,250,49.87,75,14.87,71,RO
20.03.2017 02:55 PM,1960,128,31.41,27,408,14.63,46.25,,45200,1050,89.81838195,,399,35,307,307,49.63,75,14.63,70,RO
20.03.2017 03:05 PM,1970,118,30.66,30,410,13.81,46.25,,45200,1050,89.8630137,,449,35,364,364,48.81,75,13.81,69,RO
20.03.2017 03:19 PM,1970,122,30.32,31,410,14.44,46.85,169,45800,1050,89.74499289,,348,35,220,220,49.44,75,14.44,70,RO
20.03.2017 03:29 PM,1980,122,30.31,28,413,14.45,46.85,,45800,1050,89.81189518,,427,35,334,334,49.45,75,14.45,69,RO
20.03.2017 03:39 PM,1990,120,30.47,30,415,14.14,46.85,,45800,1050,89.85601386,,474,35,388,388,49.14,75,14.14,69,RO
20.03.2017 04:28 PM,1990,123,30.46,33,415,14.49,47.45,188,46400,1050,89.73943129,,364,35,228,228,49.49,75,14.49,73,RO
20.03.2017 04:38 PM,2000,123,30.47,29,418,14.49,47.45,,46400,1050,89.80556451,,429,35,344,344,49.49,75,14.49,71,RO
20.03.2017 04:48 PM,2010,122,30.72,31,420,14.25,47.45,,46400,1050,89.84918173,,467,35,389,389,49.25,75,14.25,70,RO
20.03.2017 05:00 PM,2010,122,30.37,32,420,14.42,48.05,185,47000,1050,89.73400278,,349,35,321,321,49.42,75,14.42,70,RO
20.03.2017 05:10 PM,2020,123,30.44,30,423,14.50,48.05,,47000,1050,89.79938435,,428,35,343,343,49.50,75,14.50,70,RO
20.03.2017 05:20 PM,2030,124,30.38,33,425,14.65,48.05,,47000,1050,89.84251136,,496,35,394,394,49.65,75,14.65,70,RO
20.03.2017 05:34 PM,2040,127,30.44,37,425,14.97,48.05,186,47000,1050,89.84251136,,425,35,317,317,49.97,75,14.97,70,RO
20.03.2017 05:44 PM,2050,125,30.37,31,428,14.77,48.05,,47000,1050,89.90652242,,463,35,362,362,49.77,75,14.77,71,RO
20.03.2017 05:54 PM,2060,125,30.5,30,430,14.71,48.05,,47000,1050,89.94875013,,473,35,372,372,49.71,75,14.71,70,RO
21.03.2017 09:38 AM,2060,114,30.37,40,430,13.47,48.65,176,47600,1050,89.83599708,,379,30,252,252,43.47,75,13.47,70,RO
21.03.2017 09:48 AM,2070,115,30.34,21,433,13.60,48.65,,47600,1050,89.89930447,,403,30,297,297,43.60,75,13.60,69,RO
21.03.2017 09:58 AM,2080,116,30.43,21,435,13.68,48.65,,47600,1050,89.94107309,,412,30,317,317,43.68,75,13.68,68,RO
21.03.2017 10:12 AM,2080,125,30.9,26,435,14.52,49.25,178,48200,1050,89.82963345,,371,30,289,289,44.52,75,14.52,69,RO
21.03.2017 10:22 AM,2090,119,30.29,25,438,14.10,49.25,,48200,1050,89.89225244,,407,30,312,312,44.10,75,14.10,65,RO
21.03.2017 10:32 AM,2100,112,30.44,28,440,13.21,49.25,,48200,1050,89.93357179,,440,30,354,354,43.21,75,13.21,66,RO
21.03.2017 03:03 PM,2100,121,30.32,40,440,14.32,49.85,177,48800,1050,89.82341533,,378,30,259,259,44.32,75,14.32,71,RO
21.03.2017 03:13 PM,2110,115,30.4,27,443,13.58,49.85,,48800,1050,89.88536066,,412,30,309,309,43.58,75,13.58,67,RO
21.03.2017 03:23 PM,2120,116,30.53,27,445,13.64,49.85,,48800,1050,89.92624027,,442,30,342,342,43.64,75,13.64,66,RO
21.03.2017 03:48 PM,2120,125,30.32,33,445,14.80,50.25,196,49200,1050,89.85360929,,340,30,223,223,44.80,75,14.80,66,RO
21.03.2017 03:58 PM,2130,122,30.41,25,448,14.40,50.25,,49200,1050,89.91470146,,414,30,321,321,44.40,75,14.40,65,RO
21.03.2017 04:08 PM,2140,123,30.38,25,450,14.53,50.25,,49200,1050,89.95502249,,444,30,332,332,44.53,75,14.53,65,RO
21.03.2017 04:27 PM,2140,128,30.72,30,450,14.96,50.85,165,49800,1050,89.84725966,,381,35,286,286,49.96,75,14.96,66,RO
21.03.2017 04:37 PM,2150,122,30.41,24,453,14.40,50.85,,49800,1050,89.90771063,,404,35,302,302,49.40,75,14.40,65,RO
21.03.2017 04:47 PM,2160,121,30.34,28,455,14.31,50.85,,49800,1050,89.94761293,,462,35,356,356,49.31,75,14.31,64,RO
22.03.2017 09:09 AM,2160,114,30.38,37,455,13.47,51.25,168,50200,1050,89.87654321,,345,35,224,224,48.47,75,13.47,76,RO
22.03.2017 09:19 AM,2170,114,30.38,22,458,13.47,51.25,,50200,1050,89.93618066,,383,35,294,294,48.47,75,13.47,71,RO
22.03.2017 09:29 AM,2180,113,30.34,24,460,13.37,51.25,,50200,1050,89.97555012,,434,35,330,330,48.37,75,13.37,72,RO
22.03.2017 09:52 AM,2180,126,32.1,25,460,14.09,51.85,182,50800,1050,89.87007912,,317,35,294,294,49.09,75,14.09,70,RO
22.03.2017 10:02 AM,2190,119,30.69,26,463,13.92,51.85,,50800,1050,89.92910556,,402,35,310,310,48.92,75,13.92,71,RO
22.03.2017 10:12 AM,2200,117,30.38,27,465,13.82,51.85,,50800,1050,89.96807584,,451,35,348,348,48.82,75,13.82,70,RO
22.03.2017 11:39 AM,2200,124,30.47,30,465,14.61,52.45,168,51400,1050,89.86375495,,386,35,260,260,49.61,75,14.61,75,RO
22.03.2017 11:49 AM,2210,122,30.4,26,468,14.40,52.45,,51400,1050,89.92218273,,420,35,314,314,49.40,75,14.40,73,RO
22.03.2017 11:59 AM,2220,121,30.34,27,470,14.31,52.45,,51400,1050,89.9607618,,465,35,355,355,49.31,75,14.31,72,RO
22.03.2017 02:19 PM,2220,127,31.18,30,470,14.62,52.45,179,51400,1050,89.9607618,,366,35,299,299,49.62,75,14.62,76,RO
22.03.2017 02:29 PM,2230,126,30.41,25,473,14.87,52.45,,51400,1050,90.01807974,,415,35,311,311,49.87,75,14.87,73,RO
22.03.2017 02:39 PM,2240,127,30.41,27,475,14.99,52.45,,51400,1050,90.05592947,,456,35,347,347,49.99,75,14.99,72,RO
22.03.2017 02:53 PM,2240,123,30.32,32,475,14.56,53.05,162,52000,1050,89.95360288,,398,35,257,257,49.56,75,14.56,73,RO
22.03.2017 03:03 PM,2250,123,30.47,24,478,14.49,53.05,,52000,1050,90.01035684,,405,35,327,327,49.49,75,14.49,72,RO
22.03.2017 03:13 PM,2260,121,30.28,27,480,14.34,53.05,,52000,1050,90.04783791,,447,35,375,375,49.34,75,14.34,71,RO
22.03.2017 03:25 PM,2260,127,30.28,32,480,15.05,53.65,185,52600,1050,89.94659421,,406,35,333,333,50.05,75,15.05,72,RO
22.03.2017 03:35 PM,2270,125,30.4,27,483,14.76,53.65,,52600,1050,90.00279512,,418,35,340,340,49.76,75,14.76,70,RO
22.03.2017 03:45 PM,2280,124,30.56,28,485,14.56,53.65,,52600,1050,90.0399146,,453,35,376,376,49.56,75,14.56,70,RO
22.03.2017 05:08 PM,2280,122,30.38,32,485,14.41,54.25,170,53200,1050,89.93973111,,332,35,318,318,49.41,75,14.41,79,RO
22.03.2017 05:18 PM,2290,122,30.59,28,488,14.31,54.25,,53200,1050,89.99538958,,399,35,349,349,49.31,75,14.31,76,RO
22.03.2017 05:28 PM,2300,121,30.53,30,490,14.23,54.25,,53200,1050,90.03215434,,442,35,384,384,49.23,75,14.23,75,RO
23.03.2017 03:16 PM,2300,116,30.35,44,490,13.72,54.85,155,53800,1050,89.93300909,,381,30,236,236,43.72,75,13.72,77,RO
23.03.2017 03:26 PM,2310,119,30.34,21,493,14.08,54.85,,53800,1050,89.98813544,,445,30,277,277,44.08,75,14.08,75,RO
23.03.2017 03:36 PM,2320,119,30.37,21,495,14.06,54.85,,53800,1050,90.02455215,,450,30,315,315,44.06,75,14.06,74,RO
23.03.2017 03:46 PM,2320,124,30.34,26,495,14.67,54.85,178,53800,1050,90.02455215,,375,35,265,265,49.67,75,14.67,74,RO
23.03.2017 03:56 PM,2330,125,30.38,23,498,14.77,54.85,,53800,1050,90.07868319,,404,35,299,299,49.77,75,14.77,73,RO
23.03.2017 04:06 PM,2340,123,30.34,26,500,14.55,54.85,,53800,1050,90.11444535,,456,35,351,351,49.55,75,14.55,74,RO
23.03.2017 04:21 PM,2340,126,30.34,30,500,14.91,55.45,174,54400,1050,90.01710325,,389,35,277,277,49.91,75,14.91,74,RO
23.03.2017 04:31 PM,2350,126,30.38,24,503,14.89,55.45,,54400,1050,90.07073149,,397,35,293,293,49.89,75,14.89,73,RO
23.03.2017 04:41 PM,2360,126,30.53,25,505,14.81,55.45,,54400,1050,90.10616469,,433,35,329,329,49.81,75,14.81,74,RO
23.03.2017 04:56 PM,2360,131,30.32,29,505,15.51,56.05,155,55000,1050,90.00980305,,365,35,245,245,50.51,75,15.51,75,RO
23.03.2017 05:06 PM,2370,130,30.38,25,508,15.36,56.05,,55000,1050,90.06293768,,392,35,285,285,50.36,75,15.36,75,RO
23.03.2017 05:16 PM,2380,128,30.35,28,510,15.14,56.05,,55000,1050,90.09804788,,440,35,333,333,50.14,75,15.14,75,RO
24.03.2017 09:15 AM,2380,128,30.85,14,510,14.89,56.65,164,55600,1050,90.00264714,,167,35,100,100,49.89,75,14.89,66,RO
24.03.2017 09:25 AM,2390,129,38.84,18,513,11.92,56.65,,55600,1050,90.05529711,,247,35,172,172,46.92,75,11.92,67,RO
24.03.2017 09:35 AM,2400,127,33.68,16,515,13.53,56.65,,55600,1050,90.09009009,,319,35,207,207,48.53,75,13.53,66,RO
24.03.2017 09:45 AM,2400,127,30.38,19,515,15.00,57.25,116,56200,1050,89.99563128,,286,35,220,220,50.00,75,15.00,94,RO
24.03.2017 09:55 AM,2410,129,30.56,20,518,15.15,57.25,,56200,1050,90.0478053,,349,35,284,284,50.15,75,15.15,94,RO
24.03.2017 10:05 AM,2420,132,31.41,22,520,15.08,57.25,,56200,1050,90.0822867,,391,35,319,319,50.08,75,15.08,94,RO
24.03.2017 10:35 AM,2420,126,30.38,24,520,14.89,57.85,156,56800,1050,89.98875141,,285,35,281,281,49.89,75,14.89,99,RO
24.03.2017 10:45 AM,2430,128,31.18,22,523,14.73,57.85,,56800,1050,90.04045795,,348,35,299,299,49.73,75,14.73,96,RO
24.03.2017 10:55 AM,2440,126,30.32,26,525,14.92,57.85,,56800,1050,90.07463327,,407,35,347,347,49.92,75,14.92,94,RO
24.03.2017 11:10 AM,2440,133,30.59,29,525,15.61,58.45,160,57400,1050,89.9820036,,315,35,268,268,50.61,75,15.61,94,RO
24.03.2017 11:20 AM,2450,124,30.37,25,528,14.65,58.45,,57400,1050,90.03325092,,393,35,337,337,49.65,75,14.65,94,RO
24.03.2017 11:30 AM,2460,124,30.31,26,530,14.68,58.45,,57400,1050,90.0671255,,401,35,344,344,49.68,75,14.68,92,RO
24.03.2017 02:09 PM,2460,131,30.5,31,530,15.42,59.05,124,58000,1050,89.97538409,,365,35,297,297,50.42,75,15.42,98,RO
24.03.2017 02:19 PM,2470,134,32.59,24,533,14.76,59.05,,58000,1050,90.02618022,,374,35,318,318,49.76,75,14.76,95,RO
24.03.2017 02:29 PM,2480,124,30.31,26,535,14.68,59.05,,58000,1050,90.05975928,,407,35,350,350,49.68,75,14.68,94,RO
24.03.2017 02:43 PM,2480,124,30.28,29,535,14.70,59.65,162,58600,1050,89.96888926,,330,35,281,281,49.70,75,14.70,98,RO
24.03.2017 02:53 PM,2490,124,30.66,24,538,14.52,59.65,,58600,1050,90.01924203,,372,35,332,332,49.52,75,14.52,97,RO
24.03.2017 03:03 PM,2500,124,30.59,26,540,14.55,59.65,,58600,1050,90.05253064,,412,35,380,380,49.55,75,14.55,97,RO
24.03.2017 03:20 PM,2500,122,30.37,30,540,14.42,60.25,154,59200,1050,89.96251562,,334,35,291,291,49.42,75,14.42,99,RO
24.03.2017 03:30 PM,2510,122,30.44,25,543,14.39,60.25,,59200,1050,90.01243266,,362,35,335,335,49.39,75,14.39,96,RO
24.03.2017 03:40 PM,2520,123,30.69,26,545,14.38,60.25,,59200,1050,90.04543577,,399,35,367,367,49.38,75,14.38,96,RO
24.03.2017 04:15 PM,2520,125,30.43,31,545,14.74,60.85,135,59800,1050,89.9562598,,319,35,265,265,49.74,75,14.74,95,RO
24.03.2017 04:25 PM,2530,126,30.53,24,548,14.81,60.85,,59800,1050,90.00574854,,358,35,313,313,49.81,75,14.81,95,RO
